"NB_MUNICIPIO","SG_UNIDADE_FEDERACAO"
"Juru - PB","PB"
"Lagoa - PB","PB"
"Lagoa de Dentro - PB","PB"
"Lagoa Seca - PB","PB"
"Lastro - PB","PB"
"Livramento - PB","PB"
"Logradouro - PB","PB"
"Lucena - PB","PB"
"Mãe d'Água - PB","PB"
"Malta - PB","PB"
"Mamanguape - PB","PB"
"Manaíra - PB","PB"
"Marcação - PB","PB"
"Mari - PB","PB"
"Marizópolis - PB","PB"
"Massaranduba - PB","PB"
"Mataraca - PB","PB"
"Matinhas - PB","PB"
"Mato Grosso - PB","PB"
"Maturéia - PB","PB"
"Mogeiro - PB","PB"
"Montadas - PB","PB"
"Monte Horebe - PB","PB"
"Monteiro - PB","PB"
"Mulungu - PB","PB"
"Natuba - PB","PB"
"Nazarezinho - PB","PB"
"Nova Floresta - PB","PB"
"Nova Olinda - PB","PB"
"Nova Palmeira - PB","PB"
"Olho d'Água - PB","PB"
"Olivedos - PB","PB"
"Ouro Velho - PB","PB"
"Parari - PB","PB"
"Passagem - PB","PB"
"Patos - PB","PB"
"Paulista - PB","PB"
"Pedra Branca - PB","PB"
"Pedra Lavrada - PB","PB"
"Pedras de Fogo - PB","PB"
"Pedro Régis - PB","PB"
"Piancó - PB","PB"
"Picuí - PB","PB"
"Pilar - PB","PB"
"Pilões - PB","PB"
"Pilõezinhos - PB","PB"
"Pirpirituba - PB","PB"
"Pitimbu - PB","PB"
"Pocinhos - PB","PB"
"Poço Dantas - PB","PB"
"Poço de José de Moura - PB","PB"
"Pombal - PB","PB"
"Prata - PB","PB"
"Princesa Isabel - PB","PB"
"Puxinanã - PB","PB"
"Queimadas - PB","PB"
"Quixabá - PB","PB"
"Remígio - PB","PB"
"Riachão - PB","PB"
"Riachão do Bacamarte - PB","PB"
"Riachão do Poço - PB","PB"
"Riacho de Santo Antônio - PB","PB"
"Riacho dos Cavalos - PB","PB"
"Rio Tinto - PB","PB"
"Salgadinho - PB","PB"
"Salgado de São Félix - PB","PB"
"Santa Cecília - PB","PB"
"Santa Cruz - PB","PB"
"Santa Helena - PB","PB"
"Santa Inês - PB","PB"
"Santa Luzia - PB","PB"
"Santa Rita - PB","PB"
"Santa Teresinha - PB","PB"
"Santana de Mangueira - PB","PB"
"Santana dos Garrotes - PB","PB"
"Santo André - PB","PB"
"São Bentinho - PB","PB"
"São Bento - PB","PB"
"São Domingos de Pombal - PB","PB"
"São Domingos do Cariri - PB","PB"
"São Francisco - PB","PB"
"São João do Cariri - PB","PB"
"São João do Rio do Peixe - PB","PB"
"São João do Tigre - PB","PB"
"São José da Lagoa Tapada - PB","PB"
"São José de Caiana - PB","PB"
"São José de Espinharas - PB","PB"
"São José de Piranhas - PB","PB"
"São José de Princesa - PB","PB"
"São José do Bonfim - PB","PB"
"São José do Brejo do Cruz - PB","PB"
"São José do Sabugi - PB","PB"
"São José dos Cordeiros - PB","PB"
"São José dos Ramos - PB","PB"
"São Mamede - PB","PB"
"São Miguel de Taipu - PB","PB"
"São Sebastião de Lagoa de Roça - PB","PB"
"São Sebastião do Umbuzeiro - PB","PB"
"São Vicente do Seridó - PB","PB"
"Sapé - PB","PB"
"Serra Branca - PB","PB"
"Serra da Raiz - PB","PB"
"Serra Grande - PB","PB"
"Serra Redonda - PB","PB"
"Serraria - PB","PB"
"Sertãozinho - PB","PB"
"Sobrado - PB","PB"
"Solânea - PB","PB"
"Soledade - PB","PB"
"Sossêgo - PB","PB"
"Sousa - PB","PB"
"Sumé - PB","PB"
"Tacima - PB","PB"
"Taperoá - PB","PB"
"Tavares - PB","PB"
"Teixeira - PB","PB"
"Tenório - PB","PB"
"Triunfo - PB","PB"
"Uiraúna - PB","PB"
"Umbuzeiro - PB","PB"
"Várzea - PB","PB"
"Vieirópolis - PB","PB"
"Vista Serrana - PB","PB"
"Zabelê - PB","PB"
"Plataforma Continental - PC","PC"
"Abreu e Lima - PE","PE"
"Afogados da Ingazeira - PE","PE"
"Afrânio - PE","PE"
"Agrestina - PE","PE"
"Água Preta - PE","PE"
"Águas Belas - PE","PE"
"Alagoinha - PE","PE"
"Aliança - PE","PE"
"Altinho - PE","PE"
"Amaraji - PE","PE"
"Angelim - PE","PE"
"Araçoiaba - PE","PE"
"Araripina - PE","PE"
"Arcoverde - PE","PE"
"Barra de Guabiraba - PE","PE"
"Barreiros - PE","PE"
"Belém de Maria - PE","PE"
"Belém de São Francisco - PE","PE"
"Belo Jardim - PE","PE"
"Betânia - PE","PE"
"Bezerros - PE","PE"
"Bodocó - PE","PE"
"Bom Conselho - PE","PE"
"Bom Jardim - PE","PE"
"Bonito - PE","PE"
"Brejão - PE","PE"
"Brejinho - PE","PE"
"Brejo da Madre de Deus - PE","PE"
"Buenos Aires - PE","PE"
"Buíque - PE","PE"
"Cabo de Santo Agostinho - PE","PE"
"Cabrobó - PE","PE"
"Cachoeirinha - PE","PE"
"Caetés - PE","PE"
"Calçado - PE","PE"
"Calumbi - PE","PE"
"Camaragibe - PE","PE"
"Camocim de São Félix - PE","PE"
"Camutanga - PE","PE"
"Canhotinho - PE","PE"
"Capoeiras - PE","PE"
"Carnaíba - PE","PE"
"Carnaubeira da Penha - PE","PE"
"Carpina - PE","PE"
"Caruaru - PE","PE"
"Casinhas - PE","PE"
"Catende - PE","PE"
"Cedro - PE","PE"
"Chã de Alegria - PE","PE"
"Chã Grande - PE","PE"
"Condado - PE","PE"
"Correntes - PE","PE"
"Cortês - PE","PE"
"Cumaru - PE","PE"
"Cupira - PE","PE"
"Custódia - PE","PE"
"Dormentes - PE","PE"
"Escada - PE","PE"
"Exu - PE","PE"
"Feira Nova - PE","PE"
"Fernando de Noronha - PE","PE"
"Ferreiros - PE","PE"
"Flores - PE","PE"
"Floresta - PE","PE"
"Frei Miguelinho - PE","PE"
"Gameleira - PE","PE"
"Garanhuns - PE","PE"
"Glória do Goitá - PE","PE"
"Goiana - PE","PE"
"Granito - PE","PE"
"Gravatá - PE","PE"
"Iati - PE","PE"
"Ibimirim - PE","PE"
"Ibirajuba - PE","PE"
"Igarassu - PE","PE"
"Iguaraci - PE","PE"
"Ilha de Itamaracá - PE","PE"
"Inajá - PE","PE"
"Ingazeira - PE","PE"
"Ipojuca - PE","PE"
"Ipubi - PE","PE"
"Itacuruba - PE","PE"
"Itaíba - PE","PE"
"Itambé - PE","PE"
"Itapetim - PE","PE"
"Itapissuma - PE","PE"
"Itaquitinga - PE","PE"
"Jaboatão dos Guararapes - PE","PE"
"Jaqueira - PE","PE"
"Jataúba - PE","PE"
"Jatobá - PE","PE"
"João Alfredo - PE","PE"
"Joaquim Nabuco - PE","PE"
"Jucati - PE","PE"
"Jupi - PE","PE"
"Jurema - PE","PE"
"Lagoa do Carro - PE","PE"
"Lagoa do Itaenga - PE","PE"
"Lagoa do Ouro - PE","PE"
"Lagoa dos Gatos - PE","PE"
"Lagoa Grande - PE","PE"
"Lajedo - PE","PE"
"Limoeiro - PE","PE"
"Macaparana - PE","PE"
"Machados - PE","PE"
"Manari - PE","PE"
"Maraial - PE","PE"
"Mirandiba - PE","PE"
"Moreilândia - PE","PE"
"Moreno - PE","PE"
"Nazaré da Mata - PE","PE"
"Olinda - PE","PE"
"Orobó - PE","PE"
"Orocó - PE","PE"
"Ouricuri - PE","PE"
"Palmares - PE","PE"
"Palmeirina - PE","PE"
"Panelas - PE","PE"
"Paranatama - PE","PE"
"Parnamirim - PE","PE"
"Passira - PE","PE"
"Paudalho - PE","PE"
"Paulista - PE","PE"
"Pedra - PE","PE"
"Pesqueira - PE","PE"
"Petrolândia - PE","PE"
"Petrolina - PE","PE"
"Poção - PE","PE"
"Pombos - PE","PE"
"Primavera - PE","PE"
"Quipapá - PE","PE"
"Quixaba - PE","PE"
"Recife - PE","PE"
"Riacho das Almas - PE","PE"
"Ribeirão - PE","PE"
"Rio Formoso - PE","PE"
"Sairé - PE","PE"
"Salgadinho - PE","PE"
"Salgueiro - PE","PE"
"Saloá - PE","PE"
"Sanharó - PE","PE"
"Santa Cruz - PE","PE"
"Santa Cruz da Baixa Verde - PE","PE"
"Santa Cruz do Capibaribe - PE","PE"
"Santa Filomena - PE","PE"
"Santa Maria da Boa Vista - PE","PE"
"Santa Maria do Cambucá - PE","PE"
"Santa Terezinha - PE","PE"
"São Benedito do Sul - PE","PE"
"São Bento do Una - PE","PE"
"São Caitano - PE","PE"
"São João - PE","PE"
"São Joaquim do Monte - PE","PE"
"São José da Coroa Grande - PE","PE"
"São José do Belmonte - PE","PE"
"São José do Egito - PE","PE"
"São Lourenço da Mata - PE","PE"
"São Vicente Ferrer - PE","PE"
"Serra Talhada - PE","PE"
"Serrita - PE","PE"
"Sertânia - PE","PE"
"Sirinhaém - PE","PE"
"Solidão - PE","PE"
"Surubim - PE","PE"
"Tabira - PE","PE"
"Tacaimbó - PE","PE"
"Tacaratu - PE","PE"
"Tamandaré - PE","PE"
"Taquaritinga do Norte - PE","PE"
"Terezinha - PE","PE"
"Terra Nova - PE","PE"
"Timbaúba - PE","PE"
"Toritama - PE","PE"
"Tracunhaém - PE","PE"
"Trindade - PE","PE"
"Triunfo - PE","PE"
"Tupanatinga - PE","PE"
"Tuparetama - PE","PE"
"Venturosa - PE","PE"
"Verdejante - PE","PE"
"Vertente do Lério - PE","PE"
"Vertentes - PE","PE"
"Vicência - PE","PE"
"Vitória de Santo Antão - PE","PE"
"Xexéu - PE","PE"
"Acauã - PI","PI"
"Agricolândia - PI","PI"
"Água Branca - PI","PI"
"Alagoinha do Piauí - PI","PI"
"Alegrete do Piauí - PI","PI"
"Alto Longá - PI","PI"
"Altos - PI","PI"
"Alvorada do Gurguéia - PI","PI"
"Amarante - PI","PI"
"Angical do Piauí - PI","PI"
"Anísio de Abreu - PI","PI"
"Antônio Almeida - PI","PI"
"Aroazes - PI","PI"
"Aroeiras do Itaim - PI","PI"
"Arraial - PI","PI"
"Assunção do Piauí - PI","PI"
"Avelino Lopes - PI","PI"
"Baixa Grande do Ribeiro - PI","PI"
"Barra d'Alcântara - PI","PI"
"Barras - PI","PI"
"Barreiras do Piauí - PI","PI"
"Barro Duro - PI","PI"
"Batalha - PI","PI"
"Bela Vista do Piauí - PI","PI"
"Belém do Piauí - PI","PI"
"Beneditinos - PI","PI"
"Bertolínia - PI","PI"
"Betânia do Piauí - PI","PI"
"Boa Hora - PI","PI"
"Bocaina - PI","PI"
"Bom Jesus - PI","PI"
"Bom Princípio do Piauí - PI","PI"
"Bonfim do Piauí - PI","PI"
"Boqueirão do Piauí - PI","PI"
"Brasileira - PI","PI"
"Brejo do Piauí - PI","PI"
"Buriti dos Lopes - PI","PI"
"Buriti dos Montes - PI","PI"
"Cabeceiras do Piauí - PI","PI"
"Cajazeiras do Piauí - PI","PI"
"Cajueiro da Praia - PI","PI"
"Caldeirão Grande do Piauí - PI","PI"
"Campinas do Piauí - PI","PI"
"Campo Alegre do Fidalgo - PI","PI"
"Campo Grande do Piauí - PI","PI"
"Campo Largo do Piauí - PI","PI"
"Campo Maior - PI","PI"
"Canavieira - PI","PI"
"Canto do Buriti - PI","PI"
"Capitão de Campos - PI","PI"
"Capitão Gervásio Oliveira - PI","PI"
"Caracol - PI","PI"
"Caraúbas do Piauí - PI","PI"
"Caridade do Piauí - PI","PI"
"Castelo do Piauí - PI","PI"
"Caxingó - PI","PI"
"Cocal - PI","PI"
"Cocal de Telha - PI","PI"
"Cocal dos Alves - PI","PI"
"Coivaras - PI","PI"
"Colônia do Gurguéia - PI","PI"
"Colônia do Piauí - PI","PI"
"Conceição do Canindé - PI","PI"
"Coronel José Dias - PI","PI"
"Corrente - PI","PI"
"Cristalândia do Piauí - PI","PI"
"Cristino Castro - PI","PI"
"Curimatá - PI","PI"
"Currais - PI","PI"
"Curral Novo do Piauí - PI","PI"
"Curralinhos - PI","PI"
"Demerval Lobão - PI","PI"
"Dirceu Arcoverde - PI","PI"
"Dom Expedito Lopes - PI","PI"
"Dom Inocêncio - PI","PI"
"Domingos Mourão - PI","PI"
"Elesbão Veloso - PI","PI"
"Eliseu Martins - PI","PI"
"Esperantina - PI","PI"
"Fartura do Piauí - PI","PI"
"Flores do Piauí - PI","PI"
"Floresta do Piauí - PI","PI"
"Floriano - PI","PI"
"Francinópolis - PI","PI"
"Francisco Ayres - PI","PI"
"Francisco Macedo - PI","PI"
"Francisco Santos - PI","PI"
"Fronteiras - PI","PI"
"Geminiano - PI","PI"
"Gilbués - PI","PI"
"Guadalupe - PI","PI"
"Guaribas - PI","PI"
"Hugo Napoleão - PI","PI"
"Ilha Grande - PI","PI"
"Inhuma - PI","PI"
"Ipiranga do Piauí - PI","PI"
"Isaías Coelho - PI","PI"
"Itainópolis - PI","PI"
"Itaueira - PI","PI"
"Jacobina do Piauí - PI","PI"
"Jaicós - PI","PI"
"Jardim do Mulato - PI","PI"
"Jatobá do Piauí - PI","PI"
"Jerumenha - PI","PI"
"João Costa - PI","PI"
"Joaquim Pires - PI","PI"
"Joca Marques - PI","PI"
"José de Freitas - PI","PI"
"Juazeiro do Piauí - PI","PI"
"Júlio Borges - PI","PI"
"Jurema - PI","PI"
"Lagoa Alegre - PI","PI"
"Lagoa de São Francisco - PI","PI"
"Lagoa do Barro do Piauí - PI","PI"
"Lagoa do Piauí - PI","PI"
"Lagoa do Sítio - PI","PI"
"Lagoinha do Piauí - PI","PI"
"Landri Sales - PI","PI"
"Luís Correia - PI","PI"
"Luzilândia - PI","PI"
"Madeiro - PI","PI"
"Manoel Emídio - PI","PI"
"Marcolândia - PI","PI"
"Marcos Parente - PI","PI"
"Massapê do Piauí - PI","PI"
"Matias Olímpio - PI","PI"
"Miguel Alves - PI","PI"
"Miguel Leão - PI","PI"
"Milton Brandão - PI","PI"
"Monsenhor Gil - PI","PI"
"Monsenhor Hipólito - PI","PI"
"Monte Alegre do Piauí - PI","PI"
"Morro Cabeça no Tempo - PI","PI"
"Morro do Chapéu do Piauí - PI","PI"
"Murici dos Portelas - PI","PI"
"Nazaré do Piauí - PI","PI"
"Nazária - PI","PI"
"Nossa Senhora de Nazaré - PI","PI"
"Nossa Senhora dos Remédios - PI","PI"
"Nova Santa Rita - PI","PI"
"Novo Oriente do Piauí - PI","PI"
"Novo Santo Antônio - PI","PI"
"Oeiras - PI","PI"
"Olho d'Água do Piauí - PI","PI"
"Padre Marcos - PI","PI"
"Paes Landim - PI","PI"
"Pajeú do Piauí - PI","PI"
"Palmeira do Piauí - PI","PI"
"Palmeirais - PI","PI"
"Paquetá - PI","PI"
"Parnaguá - PI","PI"
"Parnaíba - PI","PI"
"Passagem Franca do Piauí - PI","PI"
"Patos do Piauí - PI","PI"
"Pau d'Arco do Piauí - PI","PI"
"Paulistana - PI","PI"
"Pavussu - PI","PI"
"Pedro II - PI","PI"
"Pedro Laurentino - PI","PI"
"Picos - PI","PI"
"Pimenteiras - PI","PI"
"Pio IX - PI","PI"
"Piracuruca - PI","PI"
"Piripiri - PI","PI"
"Porto - PI","PI"
"Porto Alegre do Piauí - PI","PI"
"Prata do Piauí - PI","PI"
"Queimada Nova - PI","PI"
"Redenção do Gurguéia - PI","PI"
"Regeneração - PI","PI"
"Riacho Frio - PI","PI"
"Ribeira do Piauí - PI","PI"
"Ribeiro Gonçalves - PI","PI"
"Rio Grande do Piauí - PI","PI"
"Santa Cruz do Piauí - PI","PI"
"Santa Cruz dos Milagres - PI","PI"
"Santa Filomena - PI","PI"
"Santa Luz - PI","PI"
"Santa Rosa do Piauí - PI","PI"
"Santana do Piauí - PI","PI"
"Santo Antônio de Lisboa - PI","PI"
"Santo Antônio dos Milagres - PI","PI"
"Santo Inácio do Piauí - PI","PI"
"São Braz do Piauí - PI","PI"
"São Félix do Piauí - PI","PI"
"São Francisco de Assis do Piauí - PI","PI"
"São Francisco do Piauí - PI","PI"
"São Gonçalo do Gurguéia - PI","PI"
"São Gonçalo do Piauí - PI","PI"
"São João da Canabrava - PI","PI"
"São João da Fronteira - PI","PI"
"São João da Serra - PI","PI"
"São João da Varjota - PI","PI"
"São João do Arraial - PI","PI"
"São João do Piauí - PI","PI"
"São José do Divino - PI","PI"
"São José do Peixe - PI","PI"
"São José do Piauí - PI","PI"
"São Julião - PI","PI"
"São Lourenço do Piauí - PI","PI"
"São Luis do Piauí - PI","PI"
"São Miguel da Baixa Grande - PI","PI"
"São Miguel do Fidalgo - PI","PI"
"São Miguel do Tapuio - PI","PI"
"São Pedro do Piauí - PI","PI"
"São Raimundo Nonato - PI","PI"
"Sebastião Barros - PI","PI"
"Sebastião Leal - PI","PI"
"Sigefredo Pacheco - PI","PI"
"Simões - PI","PI"
"Simplício Mendes - PI","PI"
"Socorro do Piauí - PI","PI"
"Sussuapara - PI","PI"
"Tamboril do Piauí - PI","PI"
"Tanque do Piauí - PI","PI"
"Teresina - PI","PI"
"União - PI","PI"
"Uruçuí - PI","PI"
"Valença do Piauí - PI","PI"
"Várzea Branca - PI","PI"
"Várzea Grande - PI","PI"
"Vera Mendes - PI","PI"
"Vila Nova do Piauí - PI","PI"
"Wall Ferraz - PI","PI"
"Abatiá - PR","PR"
"Adrianópolis - PR","PR"
"Agudos do Sul - PR","PR"
"Almirante Tamandaré - PR","PR"
"Altamira do Paraná - PR","PR"
"Alto Paraíso - PR","PR"
"Alto Paraná - PR","PR"
"Alto Piquiri - PR","PR"
"Altônia - PR","PR"
"Alvorada do Sul - PR","PR"
"Amaporã - PR","PR"
"Ampére - PR","PR"
"Anahy - PR","PR"
"Andirá - PR","PR"
"Ângulo - PR","PR"
"Antonina - PR","PR"
"Antônio Olinto - PR","PR"
"Apucarana - PR","PR"
"Arapongas - PR","PR"
"Arapoti - PR","PR"
"Arapuã - PR","PR"
"Araruna - PR","PR"
"Araucária - PR","PR"
"Ariranha do Ivaí - PR","PR"
"Assaí - PR","PR"
"Assis Chateaubriand - PR","PR"
"Astorga - PR","PR"
"Atalaia - PR","PR"
"Balsa Nova - PR","PR"
"Bandeirantes - PR","PR"
"Barbosa Ferraz - PR","PR"
"Barra do Jacaré - PR","PR"
"Barracão - PR","PR"
"Bela Vista da Caroba - PR","PR"
"Bela Vista do Paraíso - PR","PR"
"Bituruna - PR","PR"
"Boa Esperança - PR","PR"
"Boa Esperança do Iguaçu - PR","PR"
"Boa Ventura de São Roque - PR","PR"
"Boa Vista da Aparecida - PR","PR"
"Bocaiúva do Sul - PR","PR"
"Bom Jesus do Sul - PR","PR"
"Bom Sucesso - PR","PR"
"Bom Sucesso do Sul - PR","PR"
"Borrazópolis - PR","PR"
"Braganey - PR","PR"
"Brasilândia do Sul - PR","PR"
"Cafeara - PR","PR"
"Cafelândia - PR","PR"
"Cafezal do Sul - PR","PR"
"Califórnia - PR","PR"
"Cambará - PR","PR"
"Cambé - PR","PR"
"Cambira - PR","PR"
"Campina da Lagoa - PR","PR"
"Campina do Simão - PR","PR"
"Campina Grande do Sul - PR","PR"
"Campo Bonito - PR","PR"
"Campo do Tenente - PR","PR"
"Campo Largo - PR","PR"
"Campo Magro - PR","PR"
"Campo Mourão - PR","PR"
"Cândido de Abreu - PR","PR"
"Candói - PR","PR"
"Cantagalo - PR","PR"
"Capanema - PR","PR"
"Capitão Leônidas Marques - PR","PR"
"Carambeí - PR","PR"
"Carlópolis - PR","PR"
"Cascavel - PR","PR"
"Castro - PR","PR"
"Catanduvas - PR","PR"
"Centenário do Sul - PR","PR"
"Cerro Azul - PR","PR"
"Céu Azul - PR","PR"
"Chopinzinho - PR","PR"
"Cianorte - PR","PR"
"Cidade Gaúcha - PR","PR"
"Clevelândia - PR","PR"
"Colombo - PR","PR"
"Colorado - PR","PR"
"Congonhinhas - PR","PR"
"Conselheiro Mairinck - PR","PR"
"Contenda - PR","PR"
"Corbélia - PR","PR"
"Cornélio Procópio - PR","PR"
"Coronel Domingos Soares - PR","PR"
"Coronel Vivida - PR","PR"
"Corumbataí do Sul - PR","PR"
"Cruz Machado - PR","PR"
"Cruzeiro do Iguaçu - PR","PR"
"Cruzeiro do Oeste - PR","PR"
"Cruzeiro do Sul - PR","PR"
"Cruzmaltina - PR","PR"
"Curitiba - PR","PR"
"Curiúva - PR","PR"
"Diamante do Norte - PR","PR"
"Diamante do Sul - PR","PR"
"Diamante d'Oeste - PR","PR"
"Dois Vizinhos - PR","PR"
"Douradina - PR","PR"
"Doutor Camargo - PR","PR"
"Doutor Ulysses - PR","PR"
"Enéas Marques - PR","PR"
"Engenheiro Beltrão - PR","PR"
"Entre Rios do Oeste - PR","PR"
"Esperança Nova - PR","PR"
"Espigão Alto do Iguaçu - PR","PR"
"Farol - PR","PR"
"Faxinal - PR","PR"
"Fazenda Rio Grande - PR","PR"
"Fênix - PR","PR"
"Fernandes Pinheiro - PR","PR"
"Figueira - PR","PR"
"Flor da Serra do Sul - PR","PR"
"Floraí - PR","PR"
"Floresta - PR","PR"
"Florestópolis - PR","PR"
"Flórida - PR","PR"
"Formosa do Oeste - PR","PR"
"Foz do Iguaçu - PR","PR"
"Foz do Jordão - PR","PR"
"Francisco Alves - PR","PR"
"Francisco Beltrão - PR","PR"
"General Carneiro - PR","PR"
"Godoy Moreira - PR","PR"
"Goioerê - PR","PR"
"Goioxim - PR","PR"
"Grandes Rios - PR","PR"
"Guaíra - PR","PR"
"Guairaçá - PR","PR"
"Guamiranga - PR","PR"
"Guapirama - PR","PR"
"Guaporema - PR","PR"
"Guaraci - PR","PR"
"Guaraniaçu - PR","PR"
"Guarapuava - PR","PR"
"Guaraqueçaba - PR","PR"
"Guaratuba - PR","PR"
"Honório Serpa - PR","PR"
"Ibaiti - PR","PR"
"Ibema - PR","PR"
"Ibiporã - PR","PR"
"Icaraíma - PR","PR"
"Iguaraçu - PR","PR"
"Iguatu - PR","PR"
"Imbaú - PR","PR"
"Imbituva - PR","PR"
"Inácio Martins - PR","PR"
"Inajá - PR","PR"
"Indianópolis - PR","PR"
"Ipiranga - PR","PR"
"Iporã - PR","PR"
"Iracema do Oeste - PR","PR"
"Irati - PR","PR"
"Iretama - PR","PR"
"Itaguajé - PR","PR"
"Itaipulândia - PR","PR"
"Itambaracá - PR","PR"
"Itambé - PR","PR"
"Itapejara d'Oeste - PR","PR"
"Itaperuçu - PR","PR"
"Itaúna do Sul - PR","PR"
"Ivaí - PR","PR"
"Ivaiporã - PR","PR"
"Ivaté - PR","PR"
"Ivatuba - PR","PR"
"Jaboti - PR","PR"
"Jacarezinho - PR","PR"
"Jaguapitã - PR","PR"
"Jaguariaíva - PR","PR"
"Jandaia do Sul - PR","PR"
"Janiópolis - PR","PR"
"Japira - PR","PR"
"Japurá - PR","PR"
"Jardim Alegre - PR","PR"
"Jardim Olinda - PR","PR"
"Jataizinho - PR","PR"
"Jesuítas - PR","PR"
"Joaquim Távora - PR","PR"
"Jundiaí do Sul - PR","PR"
"Juranda - PR","PR"
"Jussara - PR","PR"
"Kaloré - PR","PR"
"Lapa - PR","PR"
"Laranjal - PR","PR"
"Laranjeiras do Sul - PR","PR"
"Leópolis - PR","PR"
"Lidianópolis - PR","PR"
"Lindoeste - PR","PR"
"Loanda - PR","PR"
"Lobato - PR","PR"
"Londrina - PR","PR"
"Luiziana - PR","PR"
"Lunardelli - PR","PR"
"Lupionópolis - PR","PR"
"Mallet - PR","PR"
"Mamborê - PR","PR"
"Mandaguaçu - PR","PR"
"Mandaguari - PR","PR"
"Mandirituba - PR","PR"
"Manfrinópolis - PR","PR"
"Mangueirinha - PR","PR"
"Manoel Ribas - PR","PR"
"Marechal Cândido Rondon - PR","PR"
"Maria Helena - PR","PR"
"Marialva - PR","PR"
"Marilândia do Sul - PR","PR"
"Marilena - PR","PR"
"Mariluz - PR","PR"
"Maringá - PR","PR"
"Mariópolis - PR","PR"
"Maripá - PR","PR"
"Marmeleiro - PR","PR"
"Marquinho - PR","PR"
"Marumbi - PR","PR"
"Matelândia - PR","PR"
"Matinhos - PR","PR"
"Mato Rico - PR","PR"
"Mauá da Serra - PR","PR"
"Medianeira - PR","PR"
"Mercedes - PR","PR"
"Mirador - PR","PR"
"Miraselva - PR","PR"
"Missal - PR","PR"
"Moreira Sales - PR","PR"
"Morretes - PR","PR"
"Munhoz de Mello - PR","PR"
"Nossa Senhora das Graças - PR","PR"
"Nova Aliança do Ivaí - PR","PR"
"Nova América da Colina - PR","PR"
"Nova Aurora - PR","PR"
"Nova Cantu - PR","PR"
"Nova Esperança - PR","PR"
"Nova Esperança do Sudoeste - PR","PR"
"Nova Fátima - PR","PR"
"Nova Laranjeiras - PR","PR"
"Nova Londrina - PR","PR"
"Nova Olímpia - PR","PR"
"Nova Prata do Iguaçu - PR","PR"
"Nova Santa Bárbara - PR","PR"
"Nova Santa Rosa - PR","PR"
"Nova Tebas - PR","PR"
"Novo Itacolomi - PR","PR"
"Ortigueira - PR","PR"
"Ourizona - PR","PR"
"Ouro Verde do Oeste - PR","PR"
"Paiçandu - PR","PR"
"Palmas - PR","PR"
"Palmeira - PR","PR"
"Palmital - PR","PR"
"Palotina - PR","PR"
"Paraíso do Norte - PR","PR"
"Paranacity - PR","PR"
"Paranaguá - PR","PR"
"Paranapoema - PR","PR"
"Paranavaí - PR","PR"
"Pato Bragado - PR","PR"
"Pato Branco - PR","PR"
"Paula Freitas - PR","PR"
"Paulo Frontin - PR","PR"
"Peabiru - PR","PR"
"Perobal - PR","PR"
"Pérola - PR","PR"
"Pérola d'Oeste - PR","PR"
"Piên - PR","PR"
"Pinhais - PR","PR"
"Pinhal de São Bento - PR","PR"
"Pinhalão - PR","PR"
"Pinhão - PR","PR"
"Piraí do Sul - PR","PR"
"Piraquara - PR","PR"
"Pitanga - PR","PR"
"Pitangueiras - PR","PR"
"Planaltina do Paraná - PR","PR"
"Planalto - PR","PR"
"Ponta Grossa - PR","PR"
"Pontal do Paraná - PR","PR"
"Porecatu - PR","PR"
"Porto Amazonas - PR","PR"
"Porto Barreiro - PR","PR"
"Porto Rico - PR","PR"
"Porto Vitória - PR","PR"
"Prado Ferreira - PR","PR"
"Pranchita - PR","PR"
"Presidente Castelo Branco - PR","PR"
"Primeiro de Maio - PR","PR"
"Prudentópolis - PR","PR"
"Quarto Centenário - PR","PR"
"Quatiguá - PR","PR"
"Quatro Barras - PR","PR"
"Quatro Pontes - PR","PR"
"Quedas do Iguaçu - PR","PR"
"Querência do Norte - PR","PR"
"Quinta do Sol - PR","PR"
"Quitandinha - PR","PR"
"Ramilândia - PR","PR"
"Rancho Alegre - PR","PR"
"Rancho Alegre d'Oeste - PR","PR"
"Realeza - PR","PR"
"Rebouças - PR","PR"
"Renascença - PR","PR"
"Reserva - PR","PR"
